Código;Job;PID;Node;Cenário;Data Início;Data Fim;Total (s)
341341;JOB_NASA_CME_NF;66248;N1;SD_NF;12/11/2025 09:46;12/11/2025 09:46;00:00:17
341340;JOB_NASA_CME_NF;66968;N1;newvisionapp;12/11/2025 09:46;12/11/2025 09:46;00:00:26
341339;JOB_NASA_CME_NF;66456;N1;SD_NF;12/11/2025 09:40;12/11/2025 09:44;00:04:21
341338;JOB_NASA_CME_NF;66756;N1;newvisionapp;12/11/2025 09:40;12/11/2025 09:44;00:04:30
341337;JOB_NASA_CME_NF;64636;N1;SD_NF;12/11/2025 09:38;12/11/2025 09:40;00:01:53
341336;JOB_NASA_CME_NF;66248;N1;newvisionapp;12/11/2025 09:38;12/11/2025 09:40;00:02:01
341335;JOB_NASA_CME_NF;66880;N1;SD_NF;12/11/2025 09:31;12/11/2025 09:33;00:01:53
341334;JOB_NASA_CME_NF;67416;N1;newvisionapp;12/11/2025 09:31;12/11/2025 09:33;00:02:00
341333;JOB_NASA_CME_NF;67220;N1;newvisionapp;12/11/2025 09:28;12/11/2025 09:28;00:00:10
341332;JOB_NASA_CME_NF;66728;N1;newvisionapp;12/11/2025 09:28;12/11/2025 09:28;00:00:10
341331;JOB_NASA_CME_NF;67280;N1;SD_NF;12/11/2025 09:28;12/11/2025 09:28;00:00:17
341330;JOB_NASA_CME_NF;66932;N1;newvisionapp;12/11/2025 09:27;12/11/2025 09:28;00:00:25
341329;JOB_NASA_CME_NF;64096;N1;SD_NF;12/11/2025 09:27;12/11/2025 09:27;00:00:15
341328;JOB_NASA_CME_NF;61684;N1;newvisionapp;12/11/2025 09:27;12/11/2025 09:27;00:00:24
341327;JOB_NASA_VA;69704;N2;SD_J3GH_IE02;12/11/2025 09:27;12/11/2025 09:28;00:01:44
341326;JOB_NASA_VA;69780;N2;SD_J4GL_VA22_VA41;12/11/2025 09:25;12/11/2025 09:26;00:01:38
341325;JOB_NASA_CME_NF;66204;N1;SD_NF;12/11/2025 09:25;12/11/2025 09:27;00:02:02
341324;JOB_NASA_CME_NF;65784;N1;newvisionapp;12/11/2025 09:25;12/11/2025 09:27;00:02:09
341323;JOB_NASA_VA;71660;N2;newvisionapp;12/11/2025 09:24;12/11/2025 09:28;00:04:00
341322;JOB_NASA_CME_NF;61980;N1;SD_NF;12/11/2025 09:21;12/11/2025 09:25;00:03:17
341321;JOB_NASA_CME_NF;65244;N1;newvisionapp;12/11/2025 09:21;12/11/2025 09:25;00:03:24
341320;JOB_NASA_CME_NF;64572;N1;SD_NF;12/11/2025 09:18;12/11/2025 09:19;00:01:22
341319;JOB_NASA_CME_NF;63644;N1;newvisionapp;12/11/2025 09:18;12/11/2025 09:19;00:01:29
341318;JOB_NASA_CME_NF;65496;N1;SD_NF;12/11/2025 09:17;12/11/2025 09:17;00:00:16
341317;JOB_NASA_CME_NF;65292;N1;newvisionapp;12/11/2025 09:17;12/11/2025 09:17;00:00:25
341316;JOB_NASA_CME_NF;59956;N1;SD_NF;12/11/2025 09:15;12/11/2025 09:17;00:01:52
341315;JOB_NASA_CME_NF;61780;N1;newvisionapp;12/11/2025 09:15;12/11/2025 09:17;00:02:00
341314;JOB_NASA_VA;74612;N2;SD_J3GH_IE02;12/11/2025 09:12;12/11/2025 09:13;00:01:45
341313;JOB_NASA_CME_NF;64216;N1;SD_NF;12/11/2025 09:11;12/11/2025 09:11;00:00:14
341312;JOB_NASA_CME_NF;65488;N1;newvisionapp;12/11/2025 09:11;12/11/2025 09:11;00:00:23
341311;JOB_NASA_VA;71936;N2;SD_J4GL_VA22_VA41;12/11/2025 09:10;12/11/2025 09:11;00:01:39
341310;JOB_NASA_VA;69948;N2;newvisionapp;12/11/2025 09:09;12/11/2025 09:13;00:03:59
341309;JOB_NASA_CME_NF;61780;N1;SD_NF;12/11/2025 09:09;12/11/2025 09:11;00:01:52
341308;JOB_NASA_VA;69656;N2;SD_J3GH_IE02;12/11/2025 09:09;12/11/2025 09:11;00:02:18
341307;JOB_NASA_CME_NF;62916;N1;newvisionapp;12/11/2025 09:09;12/11/2025 09:11;00:02:00
341306;JOB_NASA_VA;72728;N2;SD_J4GL_VA22_VA41;12/11/2025 09:07;12/11/2025 09:09;00:01:46
341305;JOB_NASA_VA;69340;N2;newvisionapp;12/11/2025 09:06;12/11/2025 09:11;00:04:34
341304;JOB_NASA_CME_NF;61164;N1;SD_NF;12/11/2025 09:06;12/11/2025 09:06;00:00:15
341303;JOB_NASA_CME_NF;61392;N1;newvisionapp;12/11/2025 09:06;12/11/2025 09:06;00:00:24
341302;JOB_NASA_CME_NF;59916;N1;SD_NF;12/11/2025 09:03;12/11/2025 09:04;00:01:00
341301;JOB_NASA_CME_NF;64092;N1;newvisionapp;12/11/2025 09:03;12/11/2025 09:04;00:01:09
341300;JOB_NASA_CME_NF;63960;N1;SD_NF;12/11/2025 08:59;12/11/2025 09:00;00:01:29
341299;JOB_NASA_CME_NF;63556;N1;newvisionapp;12/11/2025 08:59;12/11/2025 09:00;00:01:38
341298;JOB_NASA_VA;74292;N2;SD_J3GH_IE02;12/11/2025 08:54;12/11/2025 08:55;00:01:13
341297;JOB_NASA_CME_NF;58392;N1;SD_NF;12/11/2025 08:53;12/11/2025 08:55;00:02:03
341296;JOB_NASA_CME_NF;62920;N1;newvisionapp;12/11/2025 08:53;12/11/2025 08:55;00:02:13
341295;JOB_NASA_VA;69240;N2;SD_J3GH_IE02;12/11/2025 08:53;12/11/2025 08:54;00:01:15
341294;JOB_NASA_VA;70128;N2;SD_J4GL_VA22_VA41;12/11/2025 08:51;12/11/2025 08:53;00:02:30
341293;JOB_NASA_VA;72448;N2;newvisionapp;12/11/2025 08:50;12/11/2025 08:55;00:04:31
341292;JOB_NASA_CME_NF;63232;N1;SD_NF;12/11/2025 08:49;12/11/2025 08:51;00:01:38
341291;JOB_NASA_CME_NF;62488;N1;newvisionapp;12/11/2025 08:49;12/11/2025 08:51;00:01:48
341290;JOB_NASA_VA;21100;N2;SD_J4GL_VA22_VA41;12/11/2025 08:48;12/11/2025 08:52;00:04:21
341289;JOB_NASA_VA;70956;N2;newvisionapp;12/11/2025 08:47;12/11/2025 08:54;00:06:32
341288;JOB_NASA_VA;74480;N2;SD_J4GL_VA22_VA41;12/11/2025 08:44;12/11/2025 08:59;00:14:28
341287;JOB_NASA_VA;70456;N2;newvisionapp;12/11/2025 08:43;12/11/2025 08:59;00:15:02
341286;JOB_NASA_VA;73384;N2;SD_J4GL_VA22_VA41;12/11/2025 08:36;12/11/2025 08:50;00:14:36
341285;JOB_NASA_VA;74284;N2;newvisionapp;12/11/2025 08:35;12/11/2025 08:50;00:15:00
341284;JOB_NASA_CME_ST;69100;N2;SD_ZCME_STATUS;12/11/2025 08:33;12/11/2025 08:33;00:00:15
341283;JOB_NASA_CME_ST;4532;N2;SD_ZCME_REALIZAR;12/11/2025 08:32;12/11/2025 08:32;00:00:34
341282;JOB_NASA_CME_ST;2980;N2;newvisionapp;12/11/2025 08:31;12/11/2025 08:33;00:01:32
341281;JOB_NASA_CME_NF;61116;N1;newvisionapp;12/11/2025 08:31;12/11/2025 08:31;00:00:12
341280;JOB_NASA_VA;67668;N2;SD_J4GL_VA22_VA41;12/11/2025 08:24;12/11/2025 08:38;00:14:43
341279;JOB_NASA_VA;72256;N2;newvisionapp;12/11/2025 08:23;12/11/2025 08:38;00:15:00
341278;JOB_NASA_CME_NF;62216;N1;newvisionapp;12/11/2025 08:22;12/11/2025 08:22;00:00:11
341277;JOB_NASA_CME_NF;62120;N1;newvisionapp;12/11/2025 08:22;12/11/2025 08:22;00:00:11
341276;JOB_NASA_CME_NF;62720;N1;newvisionapp;12/11/2025 08:22;12/11/2025 08:22;00:00:11
341275;JOB_NASA_CME_NF;63096;N1;newvisionapp;12/11/2025 08:21;12/11/2025 08:22;00:00:11
341274;JOB_NASA_CME_NF;62044;N1;SD_NF;12/11/2025 08:19;12/11/2025 08:21;00:01:54
341273;JOB_NASA_CME_NF;61556;N1;newvisionapp;12/11/2025 08:19;12/11/2025 08:21;00:02:02
341272;JOB_NASA_VA;71612;N2;SD_J3GH_IE02;12/11/2025 08:19;12/11/2025 08:20;00:01:44
341271;JOB_NASA_CME_NF;54368;N1;SD_NF;12/11/2025 08:17;12/11/2025 08:19;00:01:58
341270;JOB_NASA_CME_NF;61944;N1;newvisionapp;12/11/2025 08:17;12/11/2025 08:19;00:02:06
341269;JOB_NASA_VA;73060;N2;SD_J4GL_VA22_VA41;12/11/2025 08:17;12/11/2025 08:18;00:01:43
341268;JOB_NASA_VA;73492;N2;newvisionapp;12/11/2025 08:16;12/11/2025 08:20;00:04:00
341267;JOB_NASA_CME_ST;69536;N2;SD_ZCME_STATUS;12/11/2025 08:14;12/11/2025 08:14;00:00:11
341266;JOB_NASA_CME_ST;72336;N2;SD_ZCME_REALIZAR;12/11/2025 08:14;12/11/2025 08:14;00:00:45
341265;JOB_NASA_CME_ST;69772;N2;newvisionapp;12/11/2025 08:13;12/11/2025 08:14;00:00:59
341264;JOB_NASA_CME_NF;62204;N1;SD_NF;12/11/2025 08:13;12/11/2025 08:17;00:03:32
341263;JOB_NASA_CME_NF;61808;N1;newvisionapp;12/11/2025 08:13;12/11/2025 08:17;00:03:45
341262;JOB_NASA_CME_ST;71936;N2;SD_ZCME_STATUS;12/11/2025 08:13;12/11/2025 08:13;00:00:19
341261;JOB_NASA_CME_ST;74628;N2;newvisionapp;12/11/2025 08:12;12/11/2025 08:13;00:00:30
341260;JOB_NASA_VA;71312;N2;SD_J3GH_IE02;12/11/2025 08:12;12/11/2025 08:13;00:01:09
341259;JOB_NASA_CME_ST;69976;N2;SD_ZCME_REALIZAR;12/11/2025 08:12;12/11/2025 08:12;00:00:27
341258;JOB_NASA_CME_ST;69540;N2;SD_ZCME_STATUS;12/11/2025 08:12;12/11/2025 08:12;00:00:08
341257;JOB_NASA_CME_ST;74400;N2;newvisionapp;12/11/2025 08:11;12/11/2025 08:13;00:01:32
341256;JOB_NASA_CME_NF;56032;N1;SD_NF;12/11/2025 08:11;12/11/2025 08:13;00:01:59
341255;JOB_NASA_CME_NF;60432;N1;newvisionapp;12/11/2025 08:11;12/11/2025 08:13;00:02:06
341254;JOB_NASA_CME_ST;73292;N2;SD_ZCME_REALIZAR;12/11/2025 08:11;12/11/2025 08:11;00:00:48
341253;JOB_NASA_CME_NF;59992;N1;newvisionapp;12/11/2025 08:11;12/11/2025 08:11;00:00:11
341252;JOB_NASA_CME_ST;64448;N2;newvisionapp;12/11/2025 08:10;12/11/2025 08:12;00:01:32
341251;JOB_NASA_VA;71428;N2;SD_J4GL_VA22_VA41;12/11/2025 08:10;12/11/2025 08:12;00:02:14
341250;JOB_NASA_VA;73416;N2;newvisionapp;12/11/2025 08:09;12/11/2025 08:13;00:04:00
341249;JOB_NASA_CME_NF;59908;N1;SD_NF;12/11/2025 08:09;12/11/2025 08:10;00:01:29
341248;JOB_NASA_CME_NF;57120;N1;newvisionapp;12/11/2025 08:09;12/11/2025 08:10;00:01:36
341247;JOB_NASA_CME_NF;61184;N1;newvisionapp;12/11/2025 08:08;12/11/2025 08:09;00:00:11
341246;JOB_NASA_CME_NF;61168;N1;SD_NF;12/11/2025 08:05;12/11/2025 08:08;00:03:29
341245;JOB_NASA_CME_NF;60808;N1;newvisionapp;12/11/2025 08:05;12/11/2025 08:08;00:03:36
341244;JOB_NASA_CME_NF;43304;N1;SD_NF;12/11/2025 08:03;12/11/2025 08:04;00:01:48
341243;JOB_NASA_CME_NF;58412;N1;newvisionapp;12/11/2025 08:03;12/11/2025 08:04;00:01:55
341242;JOB_NASA_CME_NF;60112;N1;SD_NF;12/11/2025 07:59;12/11/2025 07:59;00:00:16
341241;JOB_NASA_CME_NF;59748;N1;newvisionapp;12/11/2025 07:59;12/11/2025 07:59;00:00:25
341240;JOB_NASA_CME_NF;58176;N1;SD_NF;12/11/2025 07:58;12/11/2025 07:58;00:00:18
341239;JOB_NASA_CME_NF;58028;N1;newvisionapp;12/11/2025 07:58;12/11/2025 07:58;00:00:25
341238;JOB_NASA_J3GH;74028;N2;SD_J3GH_IE02;12/11/2025 07:57;12/11/2025 07:57;00:00:44
341237;JOB_NASA_J3GH;67864;N2;newvisionapp;12/11/2025 07:56;12/11/2025 07:57;00:00:59
341236;JOB_NASA_CME_NF;60248;N1;newvisionapp;12/11/2025 07:52;12/11/2025 07:52;00:00:09
341235;JOB_NASA_CME_NF;60004;N1;newvisionapp;12/11/2025 07:51;12/11/2025 07:51;00:00:09
341234;JOB_NASA_CME_ST;74164;N2;SD_ZCME_STATUS;12/11/2025 07:51;12/11/2025 07:52;00:01:12
341233;JOB_NASA_CME_NF;56480;N1;SD_NF;12/11/2025 07:49;12/11/2025 07:51;00:02:23
341232;JOB_NASA_CME_NF;59160;N1;newvisionapp;12/11/2025 07:49;12/11/2025 07:51;00:02:29
341231;JOB_NASA_VA;71244;N2;SD_J3GH_IE02;12/11/2025 07:49;12/11/2025 07:50;00:01:25
341230;JOB_NASA_CME_ST;71336;N2;SD_ZCME_REALIZAR;12/11/2025 07:47;12/11/2025 07:51;00:04:11
341229;JOB_NASA_CME_NF;58568;N1;SD_NF;12/11/2025 07:47;12/11/2025 07:49;00:01:57
341228;JOB_NASA_CME_NF;4064;N1;newvisionapp;12/11/2025 07:47;12/11/2025 07:49;00:02:04
341227;JOB_NASA_CME_ST;73044;N2;newvisionapp;12/11/2025 07:46;12/11/2025 07:52;00:05:57
341226;JOB_NASA_VA;73092;N2;SD_J4GL_VA22_VA41;12/11/2025 07:46;12/11/2025 07:48;00:02:01
341225;JOB_NASA_VA;72696;N2;newvisionapp;12/11/2025 07:45;12/11/2025 07:50;00:04:32
341224;JOB_NASA_CME_NF;58744;N1;SD_NF;12/11/2025 07:45;12/11/2025 07:47;00:01:51
341223;JOB_NASA_CME_NF;57720;N1;newvisionapp;12/11/2025 07:45;12/11/2025 07:47;00:02:00
341222;JOB_NASA_VA;72932;N2;SD_J4GL_VA22_VA41;12/11/2025 07:40;12/11/2025 07:54;00:14:43
341221;JOB_NASA_VA;69200;N2;newvisionapp;12/11/2025 07:39;12/11/2025 07:54;00:15:00
341220;JOB_NASA_VA;74008;N2;SD_J4GL_VA22_VA41;12/11/2025 07:37;12/11/2025 07:38;00:01:42
341219;JOB_NASA_VA;74448;N2;newvisionapp;12/11/2025 07:36;12/11/2025 07:38;00:02:00
341218;JOB_NASA_VA;71352;N2;SD_J4GL_VA22_VA41;12/11/2025 07:30;12/11/2025 07:31;00:01:42
341217;JOB_NASA_VA;70380;N2;newvisionapp;12/11/2025 07:29;12/11/2025 07:31;00:02:00
341216;JOB_NASA_VA;68056;N2;SD_J3GH_IE02;12/11/2025 07:27;12/11/2025 07:27;00:00:38
341215;JOB_NASA_VA;72456;N2;newvisionapp;12/11/2025 07:24;12/11/2025 07:25;00:00:32
341214;JOB_NASA_VA;71244;N2;SD_J4GL_VA22_VA41;12/11/2025 07:24;12/11/2025 07:27;00:03:14
341213;JOB_NASA_VA;67792;N2;newvisionapp;12/11/2025 07:23;12/11/2025 07:27;00:04:00
341212;JOB_NASA_VA;71356;N2;SD_J3GH_IE02;12/11/2025 07:17;12/11/2025 07:18;00:01:45
341211;JOB_NASA_VA;72468;N2;SD_J4GL_VA22_VA41;12/11/2025 07:15;12/11/2025 07:16;00:01:41
341210;JOB_NASA_VA;70076;N2;newvisionapp;12/11/2025 07:14;12/11/2025 07:18;00:04:00
341209;JOB_NASA_VA;73892;N2;SD_J3GH_IE02;12/11/2025 07:04;12/11/2025 07:05;00:01:44
341208;JOB_NASA_VA;74124;N2;SD_J4GL_VA22_VA41;12/11/2025 07:02;12/11/2025 07:03;00:01:42
341207;JOB_NASA_VA;74128;N2;newvisionapp;12/11/2025 07:01;12/11/2025 07:05;00:03:59
341206;JOB_NASA_VA;68852;N2;SD_J3GH_IE02;11/11/2025 18:04;11/11/2025 18:05;00:01:15
341205;JOB_NASA_VA;66716;N2;SD_J4GL_VA22_VA41;11/11/2025 18:01;11/11/2025 18:04;00:02:27
341204;JOB_NASA_VA;64448;N2;newvisionapp;11/11/2025 18:01;11/11/2025 18:05;00:04:15
341203;JOB_NASA_VA;69096;N2;SD_J3GH_IE02;11/11/2025 17:06;11/11/2025 17:07;00:00:56
341202;JOB_NASA_VA;67356;N2;SD_J3GH_IE02;11/11/2025 17:04;11/11/2025 17:06;00:01:55
341201;JOB_NASA_VA;69496;N2;SD_J4GL_VA22_VA41;11/11/2025 17:04;11/11/2025 17:06;00:02:15
341200;JOB_NASA_VA;68660;N2;newvisionapp;11/11/2025 17:03;11/11/2025 17:07;00:03:42
341199;JOB_NASA_VA;69116;N2;SD_J3GH_IE02;11/11/2025 17:02;11/11/2025 17:03;00:01:27
341198;JOB_NASA_VA;64348;N2;SD_J4GL_VA22_VA41;11/11/2025 17:01;11/11/2025 17:04;00:02:21
341197;JOB_NASA_VA;68456;N2;newvisionapp;11/11/2025 17:01;11/11/2025 17:06;00:04:44
341196;JOB_NASA_VA;68952;N2;SD_J4GL_VA22_VA41;11/11/2025 16:59;11/11/2025 17:02;00:02:23
341195;JOB_NASA_VA;68072;N2;newvisionapp;11/11/2025 16:59;11/11/2025 17:03;00:04:14
341194;JOB_NASA_VA;67832;N2;SD_J4GL_VA22_VA41;11/11/2025 16:58;11/11/2025 17:00;00:01:26
341193;JOB_NASA_VA;68156;N2;newvisionapp;11/11/2025 16:58;11/11/2025 17:00;00:01:59
341192;JOB_NASA_VA;67908;N2;SD_J3GH_IE02;11/11/2025 16:55;11/11/2025 16:56;00:00:58
341191;JOB_NASA_VA;68184;N2;SD_J4GL_VA22_VA41;11/11/2025 16:52;11/11/2025 16:55;00:02:41
341190;JOB_NASA_VA;68012;N2;newvisionapp;11/11/2025 16:52;11/11/2025 16:56;00:03:59
341189;JOB_NASA_VA;64928;N2;SD_J3GH_IE02;11/11/2025 16:50;11/11/2025 16:52;00:01:25
341188;JOB_NASA_VA;68332;N2;SD_J4GL_VA22_VA41;11/11/2025 16:48;11/11/2025 16:50;00:01:53
341187;JOB_NASA_VA;64608;N2;newvisionapp;11/11/2025 16:48;11/11/2025 16:52;00:03:44
341186;JOB_NASA_VA;68412;N2;SD_J4GL_VA22_VA41;11/11/2025 16:46;11/11/2025 16:49;00:02:28
341185;JOB_NASA_VA;66332;N2;newvisionapp;11/11/2025 16:46;11/11/2025 16:49;00:02:44
341184;JOB_NASA_CME_NF;57888;N1;SD_NF;11/11/2025 16:46;11/11/2025 16:48;00:01:56
341183;JOB_NASA_CME_NF;57884;N1;newvisionapp;11/11/2025 16:46;11/11/2025 16:48;00:02:06
341182;JOB_NASA_VA;68080;N2;SD_J4GL_VA22_VA41;11/11/2025 16:42;11/11/2025 16:45;00:02:26
341181;JOB_NASA_VA;68404;N2;newvisionapp;11/11/2025 16:42;11/11/2025 16:45;00:02:43
341180;JOB_NASA_VA;67036;N2;SD_J3GH_IE02;11/11/2025 16:36;11/11/2025 16:38;00:01:55
341179;JOB_NASA_VA;66600;N2;SD_J3GH_IE02;11/11/2025 16:35;11/11/2025 16:36;00:01:41
341178;JOB_NASA_VA;67072;N2;SD_J4GL_VA22_VA41;11/11/2025 16:33;11/11/2025 16:36;00:02:24
341177;JOB_NASA_VA;67748;N2;newvisionapp;11/11/2025 16:33;11/11/2025 16:38;00:04:43
341176;JOB_NASA_VA;67172;N2;SD_J4GL_VA22_VA41;11/11/2025 16:32;11/11/2025 16:34;00:01:54
341175;JOB_NASA_VA;68132;N2;newvisionapp;11/11/2025 16:32;11/11/2025 16:36;00:04:13
341174;JOB_NASA_VA;61424;N2;SD_J3GH_IE02;11/11/2025 16:31;11/11/2025 16:33;00:01:37
341173;JOB_NASA_CME_NF;57612;N1;SD_NF;11/11/2025 16:31;11/11/2025 16:33;00:01:55
341172;JOB_NASA_CME_NF;56524;N1;newvisionapp;11/11/2025 16:31;11/11/2025 16:33;00:02:05
341171;JOB_NASA_VA;67456;N2;SD_J4GL_VA22_VA41;11/11/2025 16:29;11/11/2025 16:31;00:01:56
341170;JOB_NASA_VA;67124;N2;newvisionapp;11/11/2025 16:29;11/11/2025 16:33;00:03:59
341169;JOB_NASA_CME_NF;57872;N1;SD_NF;11/11/2025 16:29;11/11/2025 16:31;00:01:56
341168;JOB_NASA_CME_NF;57028;N1;newvisionapp;11/11/2025 16:29;11/11/2025 16:31;00:02:05
341167;JOB_NASA_VA;68228;N2;SD_J3GH_IE02;11/11/2025 16:27;11/11/2025 16:28;00:01:46
341166;JOB_NASA_VA;67116;N2;SD_J3GH_IE02;11/11/2025 16:25;11/11/2025 16:26;00:01:49
341165;JOB_NASA_VA;67384;N2;SD_J4GL_VA22_VA41;11/11/2025 16:22;11/11/2025 16:24;00:02:48
341164;JOB_NASA_VA;63928;N2;newvisionapp;11/11/2025 16:21;11/11/2025 16:26;00:05:13
341163;JOB_NASA_VA;66648;N2;newvisionapp;11/11/2025 16:17;11/11/2025 16:18;00:00:43
341162;JOB_NASA_VA;67100;N2;SD_J4GL_VA22_VA41;11/11/2025 16:16;11/11/2025 16:26;00:09:50
341161;JOB_NASA_VA;67148;N2;newvisionapp;11/11/2025 16:16;11/11/2025 16:28;00:12:14
341160;JOB_NASA_CME_NF;56944;N1;SD_NF;11/11/2025 16:16;11/11/2025 16:17;00:01:42
341159;JOB_NASA_CME_NF;56324;N1;newvisionapp;11/11/2025 16:16;11/11/2025 16:17;00:01:50
341158;JOB_NASA_VA;66620;N2;SD_J3GH_IE02;11/11/2025 16:15;11/11/2025 16:16;00:00:43
341157;JOB_NASA_VA;66684;N2;newvisionapp;11/11/2025 16:12;11/11/2025 16:13;00:00:43
341156;JOB_NASA_VA;65600;N2;SD_J4GL_VA22_VA41;11/11/2025 16:11;11/11/2025 16:15;00:03:40
341155;JOB_NASA_VA;65684;N2;newvisionapp;11/11/2025 16:11;11/11/2025 16:16;00:04:44
341154;JOB_SD_ZVF31_ECP;57724;N1;SD_ZVF31_REST;11/11/2025 16:04;11/11/2025 16:04;00:00:03
341153;JOB_SD_ZVF31_ECP;52320;N1;SD_ZVF31_SQL;11/11/2025 16:04;11/11/2025 16:04;00:00:23
341152;JOB_SD_ZVF31_ECP;56380;N1;newvisionapp;11/11/2025 16:04;11/11/2025 16:04;00:00:44
341151;JOB_NASA_VA;57688;N2;SD_J4GL_VA22_VA41;11/11/2025 15:50;11/11/2025 16:05;00:14:41
341150;JOB_NASA_VA;64908;N2;newvisionapp;11/11/2025 15:50;11/11/2025 16:05;00:15:00
341149;JOB_NASA_CME_NF;54652;N1;newvisionapp;11/11/2025 15:46;11/11/2025 15:46;00:00:09
341148;JOB_NASA_VA;60632;N2;SD_J3GH_IE02;11/11/2025 15:44;11/11/2025 15:46;00:01:21
341147;JOB_NASA_CME_NF;56516;N1;SD_NF;11/11/2025 15:43;11/11/2025 15:45;00:02:43
341146;JOB_NASA_CME_NF;55968;N1;newvisionapp;11/11/2025 15:43;11/11/2025 15:46;00:02:59
341145;JOB_NASA_VA;60848;N2;SD_J4GL_VA22_VA41;11/11/2025 15:42;11/11/2025 15:44;00:01:56
341144;JOB_NASA_VA;61840;N2;newvisionapp;11/11/2025 15:42;11/11/2025 15:46;00:03:43
341143;JOB_NASA_VA;65860;N2;SD_J3GH_IE02;11/11/2025 15:36;11/11/2025 15:38;00:01:24
341142;JOB_NASA_CME_NF;56824;N1;SD_NF;11/11/2025 15:36;11/11/2025 15:38;00:01:56
341141;JOB_NASA_CME_NF;56480;N1;newvisionapp;11/11/2025 15:36;11/11/2025 15:38;00:02:03
341140;JOB_NASA_VA;65452;N2;SD_J4GL_VA22_VA41;11/11/2025 15:34;11/11/2025 15:36;00:01:56
341139;JOB_NASA_VA;66080;N2;newvisionapp;11/11/2025 15:34;11/11/2025 15:38;00:03:43
341138;JOB_NASA_CME_NF;52764;N1;SD_NF;11/11/2025 15:34;11/11/2025 15:36;00:01:49
341137;JOB_NASA_CME_NF;53672;N1;newvisionapp;11/11/2025 15:34;11/11/2025 15:36;00:01:58
341136;JOB_NASA_VA;65920;N2;SD_J4GL_VA22_VA41;11/11/2025 15:31;11/11/2025 15:33;00:01:24
341135;JOB_NASA_VA;66440;N2;newvisionapp;11/11/2025 15:31;11/11/2025 15:33;00:02:00
341134;JOB_SD_ZVF31_ECP;55584;N1;SD_ZVF31_REST;11/11/2025 15:30;11/11/2025 15:30;00:00:06
341133;JOB_SD_ZVF31_ECP;55308;N1;SD_ZVF31_SQL;11/11/2025 15:30;11/11/2025 15:30;00:00:29
341132;JOB_SD_ZVF31_ECP;54740;N1;newvisionapp;11/11/2025 15:30;11/11/2025 15:30;00:00:48
341130;JOB_NASA_CME_NF;55628;N1;SD_NF;11/11/2025 15:27;11/11/2025 15:28;00:01:44
341129;JOB_NASA_CME_NF;54740;N1;newvisionapp;11/11/2025 15:27;11/11/2025 15:28;00:01:53
341128;JOB_NASA_VA;66352;N2;SD_J4GL_VA22_VA41;11/11/2025 15:26;11/11/2025 15:28;00:01:25
341126;JOB_NASA_VA;66412;N2;newvisionapp;11/11/2025 15:26;11/11/2025 15:28;00:01:43
341125;JOB_SD_ZVF31_ECP;55240;N1;SD_ZVF31_REST;11/11/2025 15:25;11/11/2025 15:25;00:00:04
341124;JOB_SD_ZVF31_ECP;53904;N1;SD_ZVF31_SQL;11/11/2025 15:24;11/11/2025 15:25;00:00:30
341123;JOB_SD_ZVF31_ECP;53736;N1;newvisionapp;11/11/2025 15:24;11/11/2025 15:25;00:00:45
341122;JOB_NASA_VA;66344;N2;SD_J3GH_IE02;11/11/2025 15:23;11/11/2025 15:25;00:01:41
341121;JOB_SD_ZVF31_ECP;54380;N1;SD_ZVF31_REST;11/11/2025 15:23;11/11/2025 15:23;00:00:04
341120;JOB_SD_ZVF31_ECP;55088;N1;SD_ZVF31_SQL;11/11/2025 15:22;11/11/2025 15:23;00:00:28
341119;JOB_SD_ZVF31_ECP;45104;N1;newvisionapp;11/11/2025 15:22;11/11/2025 15:23;00:00:47
341118;JOB_NASA_VA;64728;N2;SD_J4GL_VA22_VA41;11/11/2025 15:21;11/11/2025 15:23;00:01:55
341117;JOB_NASA_VA;65180;N2;newvisionapp;11/11/2025 15:21;11/11/2025 15:25;00:04:00
341116;JOB_SD_ZVF31_ECP;55088;N1;SD_ZVF31_REST;11/11/2025 15:20;11/11/2025 15:20;00:00:05
341115;JOB_SD_ZVF31_ECP;55044;N1;SD_ZVF31_SQL;11/11/2025 15:20;11/11/2025 15:20;00:00:28
341114;JOB_SD_ZVF31_ECP;52088;N1;newvisionapp;11/11/2025 15:20;11/11/2025 15:20;00:00:52
341113;JOB_NASA_CME_NF;53356;N1;newvisionapp;11/11/2025 15:16;11/11/2025 15:16;00:00:12
341112;JOB_NASA_CME_NF;53672;N1;newvisionapp;11/11/2025 15:15;11/11/2025 15:16;00:00:12
341111;JOB_SD_ZVF31_ECP;53768;N1;SD_ZVF31_REST;11/11/2025 15:15;11/11/2025 15:15;00:00:05
341110;JOB_SD_ZVF31_ECP;55272;N1;SD_ZVF31_SQL;11/11/2025 15:14;11/11/2025 15:15;00:00:26
341109;JOB_SD_ZVF31_ECP;54912;N1;newvisionapp;11/11/2025 15:14;11/11/2025 15:15;00:00:47
341108;JOB_NASA_CME_NF;50044;N1;SD_NF;11/11/2025 15:14;11/11/2025 15:14;00:00:15
341107;JOB_NASA_CME_NF;50392;N1;newvisionapp;11/11/2025 15:14;11/11/2025 15:14;00:00:22
341106;JOB_NASA_CME_NF;54268;N1;SD_NF;11/11/2025 15:13;11/11/2025 15:14;00:01:00
341105;JOB_NASA_CME_NF;53948;N1;newvisionapp;11/11/2025 15:13;11/11/2025 15:14;00:01:07
