Código;Job;PID;Node;Cenário;Data Início;Data Fim;Total (s)
348645;JOB_SD_J1BFNE_ECP;168504;N1;SD_J1BFNE_SQL;08/12/2025 10:06;08/12/2025 10:07;00:00:47
348644;JOB_SD_J1BFNE_ECP;213736;N1;newvisionapp;08/12/2025 10:06;08/12/2025 10:07;00:01:13
348643;JOB_NASA_CME_ST;2300;N2;SD_ZCME_STATUS;08/12/2025 10:06;08/12/2025 10:06;00:00:31
348642;JOB_SD_J1BFNE_ECP;214528;N1;SD_J1BFNE_REST;08/12/2025 10:06;08/12/2025 10:06;00:00:05
348641;JOB_SD_J1BFNE_ECP;214596;N1;SD_J1BFNE_SQL;08/12/2025 10:05;08/12/2025 10:06;00:00:44
348640;JOB_NASA_CME_ST;6776;N2;SD_ZCME_REALIZAR;08/12/2025 10:05;08/12/2025 10:05;00:00:41
348639;JOB_SD_J1BFNE_ECP;207660;N1;newvisionapp;08/12/2025 10:05;08/12/2025 10:06;00:01:08
348638;JOB_NASA_CME_ST;5216;N2;newvisionapp;08/12/2025 10:05;08/12/2025 10:06;00:01:44
348637;JOB_NASA_CME_NF;211788;N1;newvisionapp;08/12/2025 10:04;08/12/2025 10:04;00:00:13
348636;JOB_NASA_CME_NF;213548;N1;newvisionapp;08/12/2025 10:02;08/12/2025 10:02;00:00:15
348635;JOB_NASA_CME_NF;215024;N1;SD_NF;08/12/2025 10:01;08/12/2025 10:02;00:01:24
348634;JOB_NASA_VA;6688;N2;newvisionapp;08/12/2025 10:01;08/12/2025 10:01;00:00:44
348633;JOB_NASA_CME_NF;212720;N1;newvisionapp;08/12/2025 10:00;08/12/2025 10:02;00:01:32
348632;JOB_NASA_VA;2572;N2;SD_J4GL_VA22_VA41;08/12/2025 10:00;08/12/2025 10:15;00:14:46
348631;JOB_NASA_VA;7064;N2;newvisionapp;08/12/2025 10:00;08/12/2025 10:15;00:15:14
348630;JOB_NASA_VA;3540;N2;SD_J3GH_IE02;08/12/2025 09:58;08/12/2025 10:00;00:02:09
348629;JOB_NASA_VA;4160;N2;SD_J4GL_VA22_VA41;08/12/2025 09:58;08/12/2025 10:13;00:14:48
348628;JOB_NASA_CME_NF;210068;N1;SD_NF;08/12/2025 09:58;08/12/2025 10:00;00:02:33
348627;JOB_NASA_CME_NF;214388;N1;newvisionapp;08/12/2025 09:58;08/12/2025 10:00;00:02:48
348626;JOB_NASA_VA;6884;N2;newvisionapp;08/12/2025 09:58;08/12/2025 10:13;00:15:15
348625;JOB_NASA_CME_NF;212772;N1;SD_NF;08/12/2025 09:57;08/12/2025 09:57;00:00:34
348624;JOB_NASA_CME_NF;210292;N1;newvisionapp;08/12/2025 09:57;08/12/2025 09:57;00:00:42
348623;JOB_NASA_VA;5472;N2;SD_J3GH_IE02;08/12/2025 09:56;08/12/2025 09:58;00:01:58
348622;JOB_NASA_CME_ST;7156;N2;newvisionapp;08/12/2025 09:56;08/12/2025 09:56;00:00:43
348621;JOB_NASA_VA;5612;N2;SD_J4GL_VA22_VA41;08/12/2025 09:55;08/12/2025 09:58;00:02:50
348620;JOB_NASA_CME_NF;214676;N1;newvisionapp;08/12/2025 09:55;08/12/2025 09:55;00:00:18
348619;JOB_NASA_CME_ST;6064;N2;SD_ZCME_STATUS;08/12/2025 09:55;08/12/2025 09:55;00:00:13
348618;JOB_NASA_VA;4104;N2;newvisionapp;08/12/2025 09:55;08/12/2025 10:00;00:05:44
348617;JOB_NASA_CME_NF;168476;N1;newvisionapp;08/12/2025 09:54;08/12/2025 09:55;00:00:12
348616;JOB_NASA_CME_ST;2388;N2;SD_ZCME_REALIZAR;08/12/2025 09:54;08/12/2025 09:54;00:00:25
348615;JOB_NASA_CME_NF;214032;N1;SD_NF;08/12/2025 09:54;08/12/2025 09:54;00:00:36
348614;JOB_NASA_CME_NF;214964;N1;newvisionapp;08/12/2025 09:54;08/12/2025 09:54;00:00:44
348613;JOB_NASA_CME_ST;2184;N2;newvisionapp;08/12/2025 09:54;08/12/2025 09:55;00:01:14
348612;JOB_NASA_CME_NF;208592;N1;SD_NF;08/12/2025 09:53;08/12/2025 09:54;00:00:35
348611;JOB_NASA_VA;3688;N2;SD_J4GL_VA22_VA41;08/12/2025 09:53;08/12/2025 09:55;00:02:35
348610;JOB_NASA_CME_NF;212948;N1;newvisionapp;08/12/2025 09:53;08/12/2025 09:54;00:00:53
348609;JOB_NASA_VA;6336;N2;newvisionapp;08/12/2025 09:53;08/12/2025 09:58;00:05:45
348608;JOB_NASA_CME_ST;5828;N2;SD_ZCME_STATUS;08/12/2025 09:52;08/12/2025 09:53;00:00:18
348607;JOB_NASA_CME_NF;214800;N1;SD_NF;08/12/2025 09:52;08/12/2025 09:53;00:00:39
348606;JOB_NASA_CME_ST;5980;N2;SD_ZCME_REALIZAR;08/12/2025 09:52;08/12/2025 09:52;00:00:25
348605;JOB_NASA_CME_NF;211984;N1;newvisionapp;08/12/2025 09:52;08/12/2025 09:53;00:00:53
348604;JOB_NASA_CME_ST;3080;N2;newvisionapp;08/12/2025 09:52;08/12/2025 09:53;00:01:14
348603;JOB_NASA_CME_NF;168888;N1;newvisionapp;08/12/2025 09:51;08/12/2025 09:52;00:00:13
348602;JOB_NASA_CME_NF;213408;N1;SD_NF;08/12/2025 09:51;08/12/2025 09:51;00:00:35
348601;JOB_NASA_CME_NF;212676;N1;newvisionapp;08/12/2025 09:51;08/12/2025 09:51;00:00:45
348600;JOB_NASA_CME_ST;7032;N2;SD_ZCME_STATUS;08/12/2025 09:51;08/12/2025 09:51;00:00:07
348599;JOB_NASA_CME_ST;3172;N2;newvisionapp;08/12/2025 09:51;08/12/2025 09:51;00:00:14
348598;JOB_NASA_CME_NF;171128;N1;newvisionapp;08/12/2025 09:50;08/12/2025 09:50;00:00:12
348597;JOB_NASA_CME_NF;210068;N1;newvisionapp;08/12/2025 09:50;08/12/2025 09:50;00:00:12
348596;JOB_NASA_CME_ST;4536;N2;SD_ZCME_REALIZAR;08/12/2025 09:50;08/12/2025 09:50;00:00:36
348595;JOB_NASA_CME_ST;4324;N2;SD_ZCME_STATUS;08/12/2025 09:50;08/12/2025 09:50;00:00:05
348594;JOB_NASA_CME_NF;211668;N1;newvisionapp;08/12/2025 09:50;08/12/2025 09:50;00:00:12
348593;JOB_NASA_CME_ST;1044;N2;newvisionapp;08/12/2025 09:50;08/12/2025 09:51;00:01:13
348592;JOB_NASA_CME_NF;214892;N1;newvisionapp;08/12/2025 09:49;08/12/2025 09:50;00:00:12
348591;JOB_NASA_CME_ST;496;N2;SD_ZCME_REALIZAR;08/12/2025 09:49;08/12/2025 09:49;00:00:22
348590;JOB_NASA_CME_NF;214836;N1;SD_NF;08/12/2025 09:49;08/12/2025 09:49;00:00:36
348589;JOB_NASA_CME_NF;85916;N1;newvisionapp;08/12/2025 09:49;08/12/2025 09:49;00:00:45
348588;JOB_NASA_CME_ST;2556;N2;newvisionapp;08/12/2025 09:49;08/12/2025 09:50;00:01:14
348587;JOB_NASA_VA;792;N2;SD_J4GL_VA22_VA41;08/12/2025 09:48;08/12/2025 09:49;00:01:21
348586;JOB_NASA_CME_ST;2852;N2;SD_ZCME_STATUS;08/12/2025 09:48;08/12/2025 09:48;00:00:14
348585;JOB_NASA_VA;6844;N2;newvisionapp;08/12/2025 09:48;08/12/2025 09:50;00:02:15
348584;JOB_NASA_CME_NF;132112;N1;SD_NF;08/12/2025 09:47;08/12/2025 09:49;00:01:26
348583;JOB_NASA_CME_NF;214156;N1;newvisionapp;08/12/2025 09:47;08/12/2025 09:49;00:01:37
348582;JOB_NASA_CME_ST;1580;N2;SD_ZCME_REALIZAR;08/12/2025 09:47;08/12/2025 09:47;00:00:25
348581;JOB_NASA_CME_ST;2776;N2;newvisionapp;08/12/2025 09:47;08/12/2025 09:48;00:01:14
348580;JOB_NASA_VA;3824;N2;SD_J3GH_IE02;08/12/2025 09:46;08/12/2025 09:47;00:01:02
348579;JOB_NASA_CME_NF;214640;N1;newvisionapp;08/12/2025 09:46;08/12/2025 09:46;00:00:17
348578;JOB_NASA_CME_NF;168060;N1;newvisionapp;08/12/2025 09:45;08/12/2025 09:45;00:00:12
348577;JOB_NASA_VA;6280;N2;SD_J4GL_VA22_VA41;08/12/2025 09:44;08/12/2025 09:46;00:02:21
348576;JOB_NASA_VA;6824;N2;newvisionapp;08/12/2025 09:44;08/12/2025 09:47;00:03:45
348575;JOB_NASA_CME_NF;214272;N1;SD_NF;08/12/2025 09:43;08/12/2025 09:43;00:00:14
348574;JOB_NASA_CME_NF;214788;N1;newvisionapp;08/12/2025 09:43;08/12/2025 09:43;00:00:32
348573;JOB_NASA_CME_ST;3712;N2;SD_ZCME_STATUS;08/12/2025 09:42;08/12/2025 09:43;00:00:16
348572;JOB_NASA_CME_ST;6808;N2;SD_ZCME_REALIZAR;08/12/2025 09:42;08/12/2025 09:42;00:00:24
348571;JOB_NASA_CME_ST;4524;N2;newvisionapp;08/12/2025 09:42;08/12/2025 09:43;00:01:14
348570;JOB_NASA_CME_NF;210472;N1;SD_NF;08/12/2025 09:41;08/12/2025 09:43;00:01:50
348569;JOB_NASA_CME_NF;210848;N1;newvisionapp;08/12/2025 09:41;08/12/2025 09:43;00:02:15
348568;JOB_NASA_VA;4844;N2;newvisionapp;08/12/2025 09:41;08/12/2025 09:41;00:00:43
348567;JOB_NASA_VA;728;N2;SD_J4GL_VA22_VA41;08/12/2025 09:40;08/12/2025 09:55;00:14:47
348566;JOB_NASA_VA;280;N2;newvisionapp;08/12/2025 09:40;08/12/2025 09:55;00:15:15
348565;JOB_NASA_CME_NF;168556;N1;newvisionapp;08/12/2025 09:39;08/12/2025 09:39;00:00:12
348564;JOB_NASA_VA;6440;N2;SD_J4GL_VA22_VA41;08/12/2025 09:38;08/12/2025 09:40;00:02:30
348563;JOB_NASA_CME_ST;296;N2;SD_ZCME_STATUS;08/12/2025 09:38;08/12/2025 09:38;00:00:11
348562;JOB_NASA_VA;5048;N2;newvisionapp;08/12/2025 09:37;08/12/2025 09:41;00:03:16
348561;JOB_NASA_CME_ST;7140;N2;SD_ZCME_REALIZAR;08/12/2025 09:37;08/12/2025 09:37;00:00:46
348560;JOB_NASA_CME_ST;724;N2;newvisionapp;08/12/2025 09:36;08/12/2025 09:38;00:01:15
348559;JOB_NASA_VA;6148;N2;SD_J4GL_VA22_VA41;08/12/2025 09:36;08/12/2025 09:36;00:00:39
348558;JOB_NASA_VA;2640;N2;newvisionapp;08/12/2025 09:36;08/12/2025 09:37;00:01:14
348557;JOB_NASA_VA;5468;N2;SD_J3GH_IE02;08/12/2025 09:35;08/12/2025 09:36;00:00:57
348556;JOB_NASA_CME_NF;207840;N1;newvisionapp;08/12/2025 09:35;08/12/2025 09:35;00:00:16
348555;JOB_NASA_VA;6100;N2;SD_J4GL_VA22_VA41;08/12/2025 09:33;08/12/2025 09:35;00:02:28
348554;JOB_NASA_VA;6684;N2;newvisionapp;08/12/2025 09:32;08/12/2025 09:36;00:03:45
348553;JOB_NASA_CME_NF;214048;N1;SD_NF;08/12/2025 09:29;08/12/2025 09:30;00:00:25
348552;JOB_NASA_VA;2060;N2;SD_J3GH_IE02;08/12/2025 09:29;08/12/2025 09:30;00:01:04
348551;JOB_NASA_CME_NF;213360;N1;newvisionapp;08/12/2025 09:29;08/12/2025 09:30;00:00:36
348550;JOB_NASA_VA;5612;N2;SD_J3GH_IE02;08/12/2025 09:28;08/12/2025 09:29;00:01:33
348549;JOB_NASA_CME_NF;212728;N1;newvisionapp;08/12/2025 09:27;08/12/2025 09:28;00:00:16
348548;JOB_NASA_CME_NF;208176;N1;newvisionapp;08/12/2025 09:27;08/12/2025 09:27;00:00:11
348547;JOB_NASA_CME_NF;168556;N1;newvisionapp;08/12/2025 09:27;08/12/2025 09:27;00:00:11
348546;JOB_NASA_VA;5464;N2;SD_J4GL_VA22_VA41;08/12/2025 09:27;08/12/2025 09:29;00:02:24
348545;JOB_NASA_CME_NF;213276;N1;newvisionapp;08/12/2025 09:27;08/12/2025 09:27;00:00:11
348544;JOB_NASA_VA;1184;N2;newvisionapp;08/12/2025 09:27;08/12/2025 09:30;00:03:44
348543;JOB_NASA_CME_NF;168720;N1;newvisionapp;08/12/2025 09:26;08/12/2025 09:27;00:00:11
348542;JOB_NASA_CME_NF;167248;N1;newvisionapp;08/12/2025 09:26;08/12/2025 09:26;00:00:11
348541;JOB_NASA_CME_NF;213576;N1;newvisionapp;08/12/2025 09:26;08/12/2025 09:26;00:00:11
348540;JOB_NASA_VA;1668;N2;SD_J4GL_VA22_VA41;08/12/2025 09:26;08/12/2025 09:28;00:01:56
348539;JOB_NASA_CME_NF;214360;N1;newvisionapp;08/12/2025 09:26;08/12/2025 09:26;00:00:11
348538;JOB_NASA_VA;3080;N2;newvisionapp;08/12/2025 09:25;08/12/2025 09:29;00:04:00
348537;JOB_NASA_CME_NF;213352;N1;SD_NF;08/12/2025 09:25;08/12/2025 09:26;00:00:30
348536;JOB_NASA_CME_NF;166896;N1;newvisionapp;08/12/2025 09:25;08/12/2025 09:26;00:00:41
348535;JOB_NASA_CME_NF;160468;N1;SD_NF;08/12/2025 09:23;08/12/2025 09:25;00:01:45
348534;JOB_NASA_CME_NF;212728;N1;newvisionapp;08/12/2025 09:23;08/12/2025 09:25;00:01:59
348533;JOB_NASA_CME_ST;6656;N2;newvisionapp;08/12/2025 09:22;08/12/2025 09:23;00:00:15
348532;JOB_NASA_CME_ST;5048;N2;SD_ZCME_STATUS;08/12/2025 09:22;08/12/2025 09:22;00:00:15
348531;JOB_NASA_CME_ST;1580;N2;SD_ZCME_REALIZAR;08/12/2025 09:22;08/12/2025 09:22;00:00:32
348530;JOB_NASA_CME_ST;3528;N2;newvisionapp;08/12/2025 09:21;08/12/2025 09:22;00:01:00
348529;JOB_NASA_CME_ST;5432;N2;SD_ZCME_STATUS;08/12/2025 09:21;08/12/2025 09:21;00:00:12
348528;JOB_NASA_CME_ST;3740;N2;SD_ZCME_REALIZAR;08/12/2025 09:21;08/12/2025 09:21;00:00:32
348527;JOB_NASA_CME_ST;1072;N2;newvisionapp;08/12/2025 09:20;08/12/2025 09:21;00:01:00
348526;JOB_NASA_CME_NF;197604;N1;SD_NF;08/12/2025 09:20;08/12/2025 09:23;00:02:29
348525;JOB_NASA_CME_NF;214888;N1;newvisionapp;08/12/2025 09:20;08/12/2025 09:23;00:02:41
348524;JOB_NASA_CME_NF;167516;N1;SD_NF;08/12/2025 09:18;08/12/2025 09:20;00:01:52
348523;JOB_NASA_CME_NF;212416;N1;newvisionapp;08/12/2025 09:18;08/12/2025 09:20;00:02:12
348522;JOB_NASA_CME_ST;3308;N2;newvisionapp;08/12/2025 09:15;08/12/2025 09:16;00:00:15
348521;JOB_NASA_CME_ST;5180;N2;SD_ZCME_STATUS;08/12/2025 09:12;08/12/2025 09:12;00:00:10
348520;JOB_NASA_CME_ST;4792;N2;SD_ZCME_REALIZAR;08/12/2025 09:12;08/12/2025 09:12;00:00:28
348519;JOB_NASA_CME_ST;2436;N2;newvisionapp;08/12/2025 09:11;08/12/2025 09:12;00:01:00
348518;JOB_NASA_CME_NF;168424;N1;SD_NF;08/12/2025 09:11;08/12/2025 09:18;00:06:32
348517;JOB_NASA_CME_NF;214132;N1;newvisionapp;08/12/2025 09:11;08/12/2025 09:18;00:06:56
348516;JOB_NASA_CME_NF;214220;N1;newvisionapp;08/12/2025 09:11;08/12/2025 09:11;00:00:11
348515;JOB_NASA_CME_NF;168504;N1;SD_NF;08/12/2025 09:10;08/12/2025 09:10;00:00:27
348514;JOB_NASA_CME_NF;213668;N1;newvisionapp;08/12/2025 09:10;08/12/2025 09:10;00:00:36
348513;JOB_NASA_VA;2684;N2;SD_J3GH_IE02;08/12/2025 09:10;08/12/2025 09:11;00:01:39
348512;JOB_NASA_VA;948;N2;SD_J4GL_VA22_VA41;08/12/2025 09:08;08/12/2025 09:10;00:01:53
348511;JOB_NASA_VA;5272;N2;newvisionapp;08/12/2025 09:08;08/12/2025 09:11;00:03:59
348510;JOB_NASA_CME_ST;1524;N2;SD_ZCME_STATUS;08/12/2025 09:07;08/12/2025 09:07;00:00:07
348509;JOB_NASA_CME_NF;214260;N1;SD_NF;08/12/2025 09:07;08/12/2025 09:08;00:01:31
348508;JOB_NASA_CME_ST;6040;N2;SD_ZCME_REALIZAR;08/12/2025 09:07;08/12/2025 09:07;00:00:32
348507;JOB_NASA_CME_NF;213456;N1;newvisionapp;08/12/2025 09:07;08/12/2025 09:08;00:01:41
348506;JOB_NASA_CME_ST;3808;N2;newvisionapp;08/12/2025 09:06;08/12/2025 09:07;00:01:00
348505;JOB_NASA_CME_NF;214248;N1;newvisionapp;08/12/2025 09:06;08/12/2025 09:06;00:00:11
348504;JOB_NASA_CME_ST;5056;N2;newvisionapp;08/12/2025 09:05;08/12/2025 09:05;00:00:14
348503;JOB_NASA_CME_NF;212676;N1;newvisionapp;08/12/2025 09:04;08/12/2025 09:05;00:00:11
348502;JOB_NASA_VA;4956;N2;SD_J3GH_IE02;08/12/2025 09:04;08/12/2025 09:06;00:01:30
348501;JOB_NASA_CME_ST;4644;N2;newvisionapp;08/12/2025 09:03;08/12/2025 09:04;00:00:14
348500;JOB_NASA_CME_NF;208668;N1;SD_NF;08/12/2025 09:03;08/12/2025 09:04;00:01:32
348499;JOB_NASA_CME_NF;214796;N1;newvisionapp;08/12/2025 09:03;08/12/2025 09:04;00:01:41
348498;JOB_NASA_CME_ST;2488;N2;newvisionapp;08/12/2025 09:03;08/12/2025 09:03;00:00:43
348497;JOB_NASA_VA;5044;N2;SD_J4GL_VA22_VA41;08/12/2025 09:02;08/12/2025 09:04;00:02:15
348496;JOB_NASA_CME_ST;4432;N2;SD_ZCME_STATUS;08/12/2025 09:02;08/12/2025 09:02;00:00:25
348495;JOB_NASA_VA;480;N2;newvisionapp;08/12/2025 09:02;08/12/2025 09:06;00:04:13
348494;JOB_NASA_CME_ST;740;N2;SD_ZCME_REALIZAR;08/12/2025 09:01;08/12/2025 09:01;00:00:35
348493;JOB_NASA_CME_NF;210472;N1;newvisionapp;08/12/2025 09:01;08/12/2025 09:01;00:00:10
348492;JOB_NASA_CME_ST;3768;N2;SD_ZCME_STATUS;08/12/2025 09:01;08/12/2025 09:01;00:00:22
348491;JOB_NASA_CME_ST;4916;N2;newvisionapp;08/12/2025 09:01;08/12/2025 09:02;00:01:43
348490;JOB_NASA_CME_NF;204472;N1;newvisionapp;08/12/2025 09:00;08/12/2025 09:00;00:00:10
348489;JOB_NASA_CME_NF;214808;N1;newvisionapp;08/12/2025 09:00;08/12/2025 09:00;00:00:10
348488;JOB_NASA_CME_ST;6268;N2;SD_ZCME_REALIZAR;08/12/2025 09:00;08/12/2025 09:00;00:00:40
348487;JOB_NASA_CME_ST;6124;N2;newvisionapp;08/12/2025 09:00;08/12/2025 09:01;00:01:43
348486;JOB_NASA_CME_NF;208660;N1;newvisionapp;08/12/2025 08:59;08/12/2025 08:59;00:00:10
348485;JOB_NASA_CME_NF;212232;N1;newvisionapp;08/12/2025 08:59;08/12/2025 08:59;00:00:10
348484;JOB_NASA_CME_NF;211860;N1;SD_NF;08/12/2025 08:57;08/12/2025 08:59;00:01:26
348483;JOB_NASA_CME_NF;212772;N1;newvisionapp;08/12/2025 08:57;08/12/2025 08:59;00:01:40
348482;JOB_NASA_VA;6552;N2;SD_J3GH_IE02;08/12/2025 08:56;08/12/2025 08:57;00:01:06
348481;JOB_NASA_CME_NF;213440;N1;SD_NF;08/12/2025 08:56;08/12/2025 08:57;00:01:26
348480;JOB_NASA_CME_NF;214312;N1;newvisionapp;08/12/2025 08:55;08/12/2025 08:57;00:01:35
348479;JOB_NASA_VA;6700;N2;SD_J3GH_IE02;08/12/2025 08:55;08/12/2025 08:57;00:02:10
348478;JOB_NASA_CME_NF;214964;N1;SD_NF;08/12/2025 08:54;08/12/2025 08:55;00:01:24
348477;JOB_NASA_CME_NF;213952;N1;newvisionapp;08/12/2025 08:54;08/12/2025 08:55;00:01:40
348476;JOB_NASA_VA;3776;N2;newvisionapp;08/12/2025 08:53;08/12/2025 08:53;00:00:42
348475;JOB_NASA_VA;4552;N2;SD_J4GL_VA22_VA41;08/12/2025 08:52;08/12/2025 08:55;00:02:42
348474;JOB_NASA_VA;6652;N2;newvisionapp;08/12/2025 08:52;08/12/2025 08:57;00:05:57
348473;JOB_NASA_VA;5876;N2;SD_J4GL_VA22_VA41;08/12/2025 08:51;08/12/2025 08:56;00:05:16
348472;JOB_NASA_CME_ST;2068;N2;SD_ZCME_STATUS;08/12/2025 08:51;08/12/2025 08:51;00:00:12
348471;JOB_NASA_VA;3100;N2;newvisionapp;08/12/2025 08:51;08/12/2025 08:57;00:06:43
348470;JOB_NASA_CME_ST;280;N2;SD_ZCME_REALIZAR;08/12/2025 08:50;08/12/2025 08:50;00:00:36
348469;JOB_NASA_CME_ST;3136;N2;SD_ZCME_STATUS;08/12/2025 08:50;08/12/2025 08:50;00:00:32
348468;JOB_NASA_CME_NF;207924;N1;newvisionapp;08/12/2025 08:50;08/12/2025 08:50;00:00:25
348467;JOB_NASA_CME_ST;5984;N2;newvisionapp;08/12/2025 08:50;08/12/2025 08:51;00:01:11
348466;JOB_NASA_CME_NF;171676;N1;newvisionapp;08/12/2025 08:49;08/12/2025 08:49;00:00:10
348465;JOB_NASA_CME_ST;5552;N2;SD_ZCME_REALIZAR;08/12/2025 08:49;08/12/2025 08:49;00:00:46
348464;JOB_NASA_CME_ST;6424;N2;newvisionapp;08/12/2025 08:48;08/12/2025 08:50;00:01:44
348463;JOB_NASA_CME_NF;211520;N1;newvisionapp;08/12/2025 08:48;08/12/2025 08:48;00:00:15
348462;JOB_NASA_VA;5164;N2;SD_J4GL_VA22_VA41;08/12/2025 08:48;08/12/2025 09:03;00:14:55
348461;JOB_NASA_CME_NF;212948;N1;newvisionapp;08/12/2025 08:48;08/12/2025 08:48;00:00:10
348460;JOB_NASA_VA;6408;N2;newvisionapp;08/12/2025 08:47;08/12/2025 09:03;00:15:14
348459;JOB_NASA_CME_NF;212852;N1;newvisionapp;08/12/2025 08:43;08/12/2025 08:43;00:00:20
348458;JOB_NASA_VA;3980;N2;SD_J3GH_IE02;08/12/2025 08:42;08/12/2025 08:43;00:00:59
348457;JOB_NASA_CME_NF;213764;N1;SD_NF;08/12/2025 08:41;08/12/2025 08:43;00:01:31
348456;JOB_NASA_CME_NF;167704;N1;newvisionapp;08/12/2025 08:41;08/12/2025 08:43;00:01:39
348455;JOB_NASA_CME_ST;4420;N2;newvisionapp;08/12/2025 08:40;08/12/2025 08:41;00:00:14
348454;JOB_NASA_VA;6536;N2;SD_J4GL_VA22_VA41;08/12/2025 08:40;08/12/2025 08:42;00:02:20
348453;JOB_NASA_CME_NF;213588;N1;SD_NF;08/12/2025 08:40;08/12/2025 08:41;00:01:24
348452;JOB_NASA_VA;6084;N2;newvisionapp;08/12/2025 08:39;08/12/2025 08:43;00:03:59
348451;JOB_NASA_CME_NF;206640;N1;newvisionapp;08/12/2025 08:39;08/12/2025 08:41;00:01:34
348450;JOB_NASA_CME_NF;195424;N1;SD_NF;08/12/2025 08:38;08/12/2025 08:39;00:01:30
348449;JOB_NASA_CME_NF;214812;N1;newvisionapp;08/12/2025 08:38;08/12/2025 08:39;00:01:39
348448;JOB_NASA_CME_ST;5016;N2;SD_ZCME_STATUS;08/12/2025 08:37;08/12/2025 08:37;00:00:41
348447;JOB_NASA_CME_ST;5748;N2;SD_ZCME_REALIZAR;08/12/2025 08:36;08/12/2025 08:36;00:00:47
348446;JOB_NASA_CME_ST;1472;N2;newvisionapp;08/12/2025 08:35;08/12/2025 08:37;00:01:44
348445;JOB_NASA_CME_NF;214680;N1;newvisionapp;08/12/2025 08:35;08/12/2025 08:35;00:00:15
348444;JOB_NASA_VA;1260;N2;SD_J3GH_IE02;08/12/2025 08:34;08/12/2025 08:35;00:00:54
348443;JOB_NASA_VA;3768;N2;newvisionapp;08/12/2025 08:32;08/12/2025 08:33;00:00:44
348442;JOB_NASA_VA;7000;N2;SD_J4GL_VA22_VA41;08/12/2025 08:32;08/12/2025 08:34;00:01:54
348441;JOB_NASA_VA;6416;N2;newvisionapp;08/12/2025 08:31;08/12/2025 08:35;00:03:15
348440;JOB_NASA_CME_NF;212664;N1;SD_NF;08/12/2025 08:28;08/12/2025 08:30;00:01:30
348439;JOB_NASA_CME_NF;213464;N1;newvisionapp;08/12/2025 08:28;08/12/2025 08:30;00:01:39
348438;JOB_NASA_CME_NF;213960;N1;newvisionapp;08/12/2025 08:20;08/12/2025 08:20;00:00:14
348437;JOB_NASA_VA;5576;N2;SD_J3GH_IE02;08/12/2025 08:19;08/12/2025 08:20;00:01:30
348436;JOB_NASA_CME_NF;214364;N1;SD_NF;08/12/2025 08:17;08/12/2025 08:20;00:03:12
348435;JOB_NASA_VA;5856;N2;SD_J4GL_VA22_VA41;08/12/2025 08:17;08/12/2025 08:19;00:01:42
348434;JOB_NASA_CME_NF;212508;N1;newvisionapp;08/12/2025 08:17;08/12/2025 08:20;00:03:24
348433;JOB_NASA_VA;6224;N2;newvisionapp;08/12/2025 08:16;08/12/2025 08:20;00:04:00
348432;JOB_NASA_VA;4496;N2;SD_J3GH_IE02;08/12/2025 08:16;08/12/2025 08:17;00:01:20
348431;JOB_NASA_VA;5752;N2;SD_J3GH_IE02;08/12/2025 08:13;08/12/2025 08:14;00:00:43
348430;JOB_NASA_VA;5260;N2;newvisionapp;08/12/2025 08:12;08/12/2025 08:13;00:00:43
348429;JOB_NASA_VA;7112;N2;newvisionapp;08/12/2025 08:12;08/12/2025 08:12;00:00:42
348428;JOB_NASA_VA;6824;N2;SD_J4GL_VA22_VA41;08/12/2025 08:11;08/12/2025 08:13;00:02:19
348427;JOB_NASA_VA;3584;N2;newvisionapp;08/12/2025 08:10;08/12/2025 08:14;00:03:43
348426;JOB_NASA_VA;5204;N2;SD_J4GL_VA22_VA41;08/12/2025 08:10;08/12/2025 08:16;00:05:52
348425;JOB_NASA_VA;6260;N2;newvisionapp;08/12/2025 08:09;08/12/2025 08:17;00:07:44
348424;JOB_SD_ZVF31_ECP;167816;N1;SD_ZVF31_REST;08/12/2025 08:05;08/12/2025 08:05;00:00:09
348423;JOB_SD_ZVF31_ECP;214264;N1;SD_ZVF31_SQL;08/12/2025 08:04;08/12/2025 08:05;00:00:28
348422;JOB_SD_ZVF31_ECP;214180;N1;newvisionapp;08/12/2025 08:04;08/12/2025 08:05;00:00:54
348421;JOB_SD_ZVF31_ECP;214724;N1;SD_ZVF31_REST;08/12/2025 08:03;08/12/2025 08:03;00:00:04
348420;JOB_SD_ZVF31_ECP;197604;N1;SD_ZVF31_SQL;08/12/2025 08:03;08/12/2025 08:03;00:00:31
348419;JOB_SD_ZVF31_ECP;214308;N1;newvisionapp;08/12/2025 08:03;08/12/2025 08:03;00:00:49
348418;JOB_SD_ZVF31_ECP;143312;N1;SD_ZVF31_REST;08/12/2025 08:02;08/12/2025 08:02;00:00:04
348417;JOB_SD_ZVF31_ECP;214968;N1;SD_ZVF31_SQL;08/12/2025 08:02;08/12/2025 08:02;00:00:28
348416;JOB_SD_ZVF31_ECP;212508;N1;newvisionapp;08/12/2025 08:02;08/12/2025 08:02;00:00:48
348415;JOB_SD_ZVF31_ECP;211488;N1;SD_ZVF31_REST;08/12/2025 08:01;08/12/2025 08:01;00:00:02
348414;JOB_SD_ZVF31_ECP;213860;N1;SD_ZVF31_SQL;08/12/2025 08:01;08/12/2025 08:01;00:00:23
348413;JOB_SD_ZVF31_ECP;211736;N1;newvisionapp;08/12/2025 08:01;08/12/2025 08:01;00:00:48
